Date,Basket_Amount,Upgrade_Fee,Promotion_Type,Promotion_Eligible,Net_Upgrade_Cost,Age_Group,Shopper_Type,Group_Size,Sales_Outcome,Refusal_Reason,Upgrade_Opportunity
6/7/2026,32.89,23.29,Spend20_Save10,Yes,13.29,45-59,Individual,1,Declined,Infrequent Shopper,Medium
6/7/2026,69.71,9.8,Spend20_Save10,Yes,-0.2,18-29,Couple,2,Declined,Language Barrier,High
6/7/2026,71.43,11.03,Spend20_Save10,Yes,1.03,30-44,Couple,2,Declined,Doesn't Want Renewal Fee,High
6/7/2026,10.34,9.75,Spend20_Save10,No,9.75,18-29,Individual,1,Not_Presented,N/A,Medium
6/7/2026,42.46,16.87,Spend20_Save10,Yes,6.87,45-59,Individual,1,Accepted,N/A,Medium
6/7/2026,205.64,21.69,Spend20_Save10,Yes,11.69,60+,Business,1,Accepted,N/A,High
6/7/2026,325.77,3.19,Spend20_Save10,Yes,-6.81,30-44,Family,4+,Accepted,N/A,High
6/7/2026,519.9,46.93,Spend20_Save10,Yes,36.93,30-44,Family,4+,Accepted,N/A,Medium
6/8/2026,18.22,2.45,No_Promotion,N/A,2.45,30-44,Couple,2,Declined,Basket Below Promotion Threshold,Medium
6/8/2026,99.4,4.29,No_Promotion,N/A,4.29,30-44,Family,3,Declined,Basket Below Promotion Threshold,Medium
6/8/2026,99.68,14.44,No_Promotion,N/A,14.44,45-59,Couple,2,Accepted,N/A,Medium
6/8/2026,139.29,33.4,No_Promotion,N/A,33.4,45-59,Business,2,Accepted,N/A,Medium
6/9/2026,24.64,30.21,No_Promotion,N/A,30.21,45-59,Family,3,Accepted,N/A,Low
6/9/2026,270.33,16.8,No_Promotion,N/A,16.8,30-44,Business,3,Accepted,N/A,High
6/9/2026,251.74,3.16,No_Promotion,N/A,3.16,45-59,Family,3,Declined,Language Barrier,High
6/9/2026,52.88,13.4,No_Promotion,N/A,13.4,18-29,Individual,1,Declined,Price Concern,Medium
6/9/2026,23.14,31.16,No_Promotion,N/A,31.16,45-59,Couple,2,Accepted,N/A,Low
6/10/2026,93.62,24.88,No_Promotion,N/A,24.88,30-44,Family,4+,Declined,Not Account Owner,Medium
6/10/2026,26.01,57.25,No_Promotion,N/A,57.25,30-44,Individual,1,Declined,Lack of Premium Knowledge,Low
6/11/2026,39.46,26.72,No_Promotion,N/A,26.72,30-44,Couple,2,Declined,Basket Below Promotion Threshold,Low
6/11/2026,74.68,26.34,No_Promotion,N/A,26.34,18-29,Couple,2,Declined,Lack of Premium Knowledge,Medium
6/11/2026,343.8,31.64,No_Promotion,N/A,31.64,30-44,Business,1,Accepted,N/A,Medium
6/12/2026,71.3,37.36,No_Promotion,N/A,37.36,30-44,Individual,1,Accepted,N/A,Medium
6/12/2026,16.15,26.44,No_Promotion,N/A,26.44,45-59,Individual,1,Declined,Infrequent Shopper,Low
6/12/2026,171.75,34.18,No_Promotion,N/A,34.18,45-59,Family,3,Accepted,N/A,Medium
6/12/2026,76.95,7.44,No_Promotion,N/A,7.44,30-44,Couple,2,Accepted,N/A,Medium
6/12/2026,8.75,2.11,No_Promotion,N/A,2.11,18-29,Individual,1,Declined,Price Concern,Medium
6/13/2026,13.72,28.49,No_Promotion,N/A,28.49,30-44,Family,3,Accepted,N/A,Low
6/13/2026,69.38,34.07,No_Promotion,N/A,34.07,30-44,Couple,2,Declined,Basket Below Promotion Threshold,Medium
6/13/2026,161.69,29.66,No_Promotion,N/A,29.66,45-59,Business,1,Declined,Basket Below Promotion Threshold,Medium
6/13/2026,141.26,8.52,No_Promotion,N/A,8.52,30-44,Family,4+,Declined,Basket Below Promotion Threshold,High
6/13/2026,67.47,22.96,No_Promotion,N/A,22.96,45-59,Business,2,Accepted,N/A,Medium
6/14/2026,43.64,31.45,No_Promotion,N/A,31.45,18-29,Couple,2,Declined,Not Account Owner,Low
6/14/2026,81.33,35.04,No_Promotion,N/A,35.04,30-44,Family,4+,Declined,Basket Below Promotion Threshold,Medium
6/14/2026,76.92,6.81,No_Promotion,N/A,6.81,45-59,Family,4+,Accepted,N/A,Medium
6/15/2026,38.89,7.88,No_Promotion,N/A,7.88,18-29,Individual,1,Declined,Infrequent Shopper,Medium
6/15/2026,310.05,5.26,No_Promotion,N/A,5.26,60+,Business,2,Accepted,N/A,High
6/16/2026,139.93,32.23,No_Promotion,N/A,32.23,45-59,Business,1,Declined,Price Concern,Medium
6/16/2026,183.86,35.21,No_Promotion,N/A,35.21,18-29,Family,3,Accepted,N/A,Medium
6/16/2026,136.03,10.26,No_Promotion,N/A,10.26,18-29,Family,4+,Accepted,N/A,High
6/16/2026,18.97,36.45,No_Promotion,N/A,36.45,45-59,Couple,2,Declined,Language Barrier,Low
6/17/2026,55.54,10.32,No_Promotion,N/A,10.32,30-44,Couple,2,Accepted,N/A,Medium
6/17/2026,76.9,10.31,No_Promotion,N/A,10.31,45-59,Family,3,Accepted,N/A,Medium
6/18/2026,13.59,14.2,No_Promotion,N/A,14.2,18-29,Family,3,Accepted,N/A,Medium
6/18/2026,64.41,22.15,No_Promotion,N/A,22.15,18-29,Individual,1,Accepted,N/A,Medium
6/18/2026,128.31,17.06,No_Promotion,N/A,17.06,18-29,Family,3,Declined,Basket Below Promotion Threshold,High
6/18/2026,499.03,38.92,No_Promotion,N/A,38.92,60+,Business,1,Accepted,N/A,Medium
6/18/2026,252.2,49.65,No_Promotion,N/A,49.65,30-44,Business,2,Accepted,N/A,Medium
6/19/2026,176.19,33.33,No_Promotion,N/A,33.33,45-59,Family,3,Declined,Infrequent Shopper,Medium
6/19/2026,412.25,13.25,No_Promotion,N/A,13.25,60+,Family,4+,Accepted,N/A,High
6/19/2026,269.99,19.5,No_Promotion,N/A,19.5,30-44,Family,4+,Accepted,N/A,High
6/19/2026,64.77,14.27,No_Promotion,N/A,14.27,60+,Individual,1,Accepted,N/A,Medium
6/20/2026,72.62,9.94,No_Promotion,N/A,9.94,30-44,Couple,2,Declined,Basket Below Promotion Threshold,Medium
6/20/2026,78.85,18.9,No_Promotion,N/A,18.9,45-59,Couple,2,Declined,Basket Below Promotion Threshold,Medium
6/20/2026,13.89,40.12,No_Promotion,N/A,40.12,45-59,Individual,1,Declined,Infrequent Shopper,Low
6/20/2026,38.29,5.3,No_Promotion,N/A,5.3,45-59,Couple,2,Accepted,N/A,Medium
6/20/2026,13.73,30.45,No_Promotion,N/A,30.45,60+,Individual,1,Accepted,N/A,Low
6/21/2026,235.06,43.99,No_Promotion,N/A,43.99,30-44,Family,4+,Declined,Not Account Owner,Medium
6/21/2026,44.73,56.57,No_Promotion,N/A,56.57,18-29,Individual,1,Declined,Basket Below Promotion Threshold,Low
6/22/2026,39.81,38.47,No_Promotion,N/A,38.47,45-59,Couple,2,Declined,Basket Below Promotion Threshold,Low
6/22/2026,12.58,6.8,No_Promotion,N/A,6.8,45-59,Couple,2,Declined,Infrequent Shopper,Medium
6/22/2026,49.85,50.62,No_Promotion,N/A,50.62,45-59,Couple,2,Declined,Basket Below Promotion Threshold,Low
6/22/2026,158.92,10.93,No_Promotion,N/A,10.93,45-59,Family,4+,Declined,Not Account Owner,High
6/22/2026,24.52,13.08,No_Promotion,N/A,13.08,45-59,Individual,1,Declined,Basket Below Promotion Threshold,Medium
6/23/2026,60.73,29.13,No_Promotion,N/A,29.13,18-29,Individual,1,Accepted,N/A,Medium
6/23/2026,80.51,21.37,No_Promotion,N/A,21.37,18-29,Couple,2,Declined,Language Barrier,Medium
6/24/2026,29.4,16.21,No_Promotion,N/A,16.21,18-29,Individual,1,Declined,Price Concern,Medium
6/24/2026,15.61,41.18,No_Promotion,N/A,41.18,45-59,Individual,1,Declined,Price Concern,Low
6/24/2026,77.38,36.42,No_Promotion,N/A,36.42,60+,Business,3,Declined,Lack of Premium Knowledge,Medium
6/24/2026,31.31,30.75,No_Promotion,N/A,30.75,45-59,Family,4+,Declined,Basket Below Promotion Threshold,Low
6/24/2026,255.41,37.82,No_Promotion,N/A,37.82,45-59,Business,2,Accepted,N/A,Medium
6/25/2026,72.29,15.58,No_Promotion,N/A,15.58,18-29,Family,3,Declined,Lack of Premium Knowledge,Medium
6/25/2026,175.91,4.31,No_Promotion,N/A,4.31,60+,Family,3,Accepted,N/A,High
6/25/2026,177.98,16.93,No_Promotion,N/A,16.93,30-44,Family,3,Accepted,N/A,High
6/25/2026,63.8,41.8,No_Promotion,N/A,41.8,60+,Individual,1,Declined,Infrequent Shopper,Low
6/25/2026,183.48,10.59,No_Promotion,N/A,10.59,30-44,Business,1,Accepted,N/A,High
6/26/2026,87.69,25.33,No_Promotion,N/A,25.33,18-29,Family,3,Declined,Other,Medium
6/26/2026,67.32,42.51,No_Promotion,N/A,42.51,30-44,Individual,1,Declined,Lack of Premium Knowledge,Low
6/26/2026,153.44,44.25,No_Promotion,N/A,44.25,30-44,Family,3,Declined,Other,Medium
6/26/2026,57.81,22.55,No_Promotion,N/A,22.55,30-44,Family,3,Declined,Infrequent Shopper,Medium
6/27/2026,547.7,29.22,No_Promotion,N/A,29.22,45-59,Family,4+,Accepted,N/A,Medium
6/27/2026,231.96,30.21,No_Promotion,N/A,30.21,30-44,Business,1,Accepted,N/A,Medium
6/27/2026,40.45,43.68,No_Promotion,N/A,43.68,45-59,Family,3,Declined,Infrequent Shopper,Low
6/27/2026,98.51,8.43,No_Promotion,N/A,8.43,18-29,Family,3,Accepted,N/A,Medium
6/28/2026,159.51,23.11,No_Promotion,N/A,23.11,30-44,Family,3,Accepted,N/A,Medium
6/28/2026,44.46,15.69,No_Promotion,N/A,15.69,30-44,Individual,1,Declined,Infrequent Shopper,Medium
6/28/2026,117.44,8.1,No_Promotion,N/A,8.1,18-29,Couple,2,Declined,Other,High
6/29/2026,181.22,44.07,No_Promotion,N/A,44.07,60+,Family,3,Declined,Basket Below Promotion Threshold,Medium
6/29/2026,89.99,31.54,No_Promotion,N/A,31.54,18-29,Individual,1,Declined,Language Barrier,Medium
6/29/2026,63.58,38.54,No_Promotion,N/A,38.54,30-44,Business,1,Accepted,N/A,Medium
6/29/2026,113.78,7.81,No_Promotion,N/A,7.81,30-44,Family,4+,Accepted,N/A,High
6/29/2026,75.8,2.98,No_Promotion,N/A,2.98,45-59,Couple,2,Declined,Lack of Premium Knowledge,Medium
6/30/2026,57.51,41.4,No_Promotion,N/A,41.4,30-44,Couple,2,Declined,Not Account Owner,Low
6/30/2026,192,34.37,No_Promotion,N/A,34.37,18-29,Business,2,Accepted,N/A,Medium
6/30/2026,26.14,22.23,No_Promotion,N/A,22.23,45-59,Individual,1,Declined,Infrequent Shopper,Low
